Application ID/ Customer number,Loan No.,Branch,Loan Product,Principal amount,Loan release date,Repayment date,Total Cost,Total Repaid,Loan Interest,Initiation Fee,Penalties
D1056,17,Dagoretti,SUPA FAST,50000,1/8/2022,2/7/2022,65000,65000,15000,0,0
D1056,18,Dagoretti,SUPA FAST,50000,2/4/2022,3/6/2022,65000,65000,15000,0,0
D1056,19,Dagoretti,SUPA FAST,50000,3/5/2022,4/4/2022,65000,65000,15000,0,0
D1056,20,Dagoretti,SUPA FAST,50000,4/2/2022,5/2/2022,65000,65000,15000,0,0
D1056,21,Dagoretti,SUPA FAST,50000,4/30/2022,5/30/2022,65000,65000,15000,0,0
D1056,22,Dagoretti,SUPA FAST,50000,5/28/2022,6/27/2022,65000,65000,15000,0,0
D1056,23,Dagoretti,SUPA FAST,50000,6/25/2022,7/25/2022,65000,65000,15000,0,0
D1056,24,Dagoretti,SUPA FAST,50000,7/23/2022,8/22/2022,65000,65000,15000,0,0
D1056,25,Dagoretti,SUPA FAST,50000,8/20/2022,9/19/2022,65000,65000,15000,0,0
D1056,26,Dagoretti,SUPA FAST,50000,9/10/2022,10/10/2022,65000,65000,15000,0,0
D1056,27,Dagoretti,SUPA FAST,50000,10/5/2022,11/4/2022,65000,65000,15000,0,0
D1056,28,Dagoretti,SUPA FAST,30000,10/31/2022,11/30/2022,39000,39000,9000,0,0
D1056,29,Dagoretti,SUPA FAST,50000,11/28/2022,12/28/2022,65000,65000,15000,0,0
D1056,30,Dagoretti,SUPA FAST,50000,12/19/2022,1/18/2023,65000,65000,15000,0,0
D1056,31,Dagoretti,SUPA FAST,50000,1/17/2023,2/16/2023,65000,65000,15000,0,0
D1056,32,Dagoretti,SUPA FAST,50000,2/2/2023,3/4/2023,65000,65000,15000,0,0
D1056,33,Dagoretti,SUPA FAST,50000,4/3/2023,5/3/2023,65000,65000,15000,0,0
D1056,34,Dagoretti,SUPA FAST,50000,5/2/2023,6/1/2023,65000,65000,15000,0,0
D1056,35,Dagoretti,SUPA FAST,50000,6/2/2023,7/2/2023,65000,65000,15000,0,0
D1056,36,Dagoretti,SUPA FAST,50000,7/3/2023,8/2/2023,65000,65000,15000,0,0
D1056,37,Dagoretti,SUPA FAST,50000,7/31/2023,8/30/2023,65000,0,15000,0,0
D1057,1,Dagoretti,SUPA FAST,10000,10/15/2020,11/14/2020,13000,13000,3000,500,0
D1057,2,Dagoretti,SUPA FAST,10000,11/12/2020,12/12/2020,13000,13000,3000,0,0
D1057,3,Dagoretti,SUPA FAST,10000,12/11/2020,1/10/2021,13000,13000,3000,0,0
D1057,4,Dagoretti,SUPA FAST,5000,1/13/2021,2/12/2021,6500,6500,1500,0,0
D1057,5,Dagoretti,SUPA FAST,10000,2/11/2021,3/13/2021,1300,13000,13000,0,0
D1057,6,Dagoretti,SUPA FAST,12000,3/22/2021,4/21/2021,15600,15600,3600,0,0
D1057,7,Dagoretti,SUPA FAST,12000,4/26/2021,5/26/2021,15600,15600,3600,0,0
D1057,8,Dagoretti,SUPA FAST,15000,5/24/2021,6/23/2021,19500,16800,4500,0,0
D1058,1,Dagoretti,SUPA FAST,10000,10/19/2020,11/18/2020,13000,13000,3000,500,0
D1058,2,Dagoretti,SUPA FAST,10000,11/12/2020,12/12/2020,13000,13000,3000,0,0
D1058,3,Dagoretti,SUPA FAST,10000,12/16/2020,1/15/2021,13000,13000,3000,0,0
D1058,4,Dagoretti,SUPA FAST,12000,1/8/2021,2/7/2021,15600,15600,3600,0,0
D1058,5,Dagoretti,SUPA FAST,12000,2/6/2021,3/8/2021,15600,15600,3600,0,0
D1058,6,Dagoretti,SUPA FAST,12000,3/6/2021,4/5/2021,15600,15600,3600,0,0
D1058,7,Dagoretti,SUPA FAST,30000,3/20/2021,4/19/2021,39000,39000,9000,0,0
D1058,8,Dagoretti,SUPA FAST,30000,4/17/2021,5/17/2021,39000,39000,9000,0,0
D1058,9,Dagoretti,SUPA FAST,18000,5/17/2021,6/16/2021,23400,23400,5400,0,0
D1058,10,Dagoretti,SUPA FAST,23000,6/16/2021,7/16/2021,29900,29900,6900,0,0
D1058,11,Dagoretti,SUPA FAST,30000,7/14/2021,8/13/2021,39000,39000,9000,0,0
D1058,12,Dagoretti,SUPA FAST,29000,8/12/2021,9/11/2021,37700,37700,8700,0,0
D1058,13,Dagoretti,SUPA FAST,30000,9/10/2021,10/10/2021,39000,39000,9000,0,0
D1058,14,Dagoretti,SUPA FAST,30000,10/9/2021,11/8/2021,39000,39000,9000,0,0
D1058,15,Dagoretti,SUPA FAST,6000,10/21/2021,11/20/2021,7800,7800,1800,0,0
D1058,16,Dagoretti,SUPA FAST,7500,11/20/2021,12/20/2021,9750,9750,2250,0,0
D1058,17,Dagoretti,SUPA FAST,22000,11/24/2021,12/24/2021,28600,28600,6600,0,0
D1058,18,Dagoretti,SUPA FAST,18000,12/9/2021,1/8/2022,23400,23400,5400,0,0
D1058,19,Dagoretti,SUPA FAST,25000,1/5/2022,2/4/2022,32500,32500,7500,0,0
D1058,20,Dagoretti,SUPA FAST,30000,1/20/2022,2/19/2022,39000,39000,9000,0,0
D1058,21,Dagoretti,SUPA FAST,30000,2/9/2022,3/11/2022,39000,39000,9000,0,0
D1058,22,Dagoretti,SUPA FAST,30000,3/7/2022,4/6/2022,39000,39000,9000,0,0
D1058,23,Dagoretti,SUPA FAST,30000,4/4/2022,5/4/2022,39000,39000,9000,0,0
D1058,24,Dagoretti,SUPA FAST,30000,4/23/2022,5/23/2022,39000,39000,9000,0,0
D1058,25,Dagoretti,SUPA FAST,30000,5/21/2022,6/20/2022,39000,39000,9000,0,0
D1058,26,Dagoretti,SUPA FAST,30000,6/24/2022,7/24/2022,39000,39000,9000,0,0
D1058,27,Dagoretti,SUPA FAST,30000,7/23/2022,8/22/2022,39000,39000,9000,0,0
D1059,1,Dagoretti,SUPA FAST,20000,10/21/2020,11/20/2020,26000,26000,6000,500,0
D1059,2,Dagoretti,SUPA FAST,20000,11/12/2020,12/12/2020,26000,26000,6000,0,0
D1059,3,Dagoretti,SUPA FAST,20000,12/4/2020,1/3/2021,26000,26000,7500,0,0
D1059,4,Dagoretti,SUPA FAST,25000,12/21/2020,1/20/2021,32500,32500,7500,0,0
D1059,5,Dagoretti,SUPA FAST,25000,1/8/2021,2/7/2021,32500,32500,7500,0,0
D1059,6,Dagoretti,SUPA FAST,25000,1/25/2021,2/24/2021,32500,32500,7500,0,0
D1059,7,Dagoretti,SUPA FAST,25000,2/12/2021,3/14/2021,32500,12225,7500,0,7000
D1060,1,Dagoretti,SUPA FAST,10000,10/22/2020,11/21/2020,13000,13000,3000,500,0
D1060,2,Dagoretti,SUPA FAST,10000,10/28/2020,11/27/2020,13000,13000,3000,0,0
D1060,3,Dagoretti,SUPA FAST,10000,11/4/2020,12/4/2020,13000,13000,3000,0,0
D1060,4,Dagoretti,SUPA FAST,10000,11/11/2020,12/11/2020,13000,13000,3000,0,0
D1060,5,Dagoretti,SUPA FAST,12000,11/17/2020,12/17/2020,15600,15600,3600,0,0
D1060,6,Dagoretti,SUPA FAST,12000,11/25/2020,12/25/2020,15600,15600,3600,0,0
D1060,7,Dagoretti,SUPA FAST,12000,12/2/2020,1/1/2021,15600,15600,3600,0,0
D1060,8,Dagoretti,SUPA FAST,12000,12/16/2020,1/15/2021,15600,15600,3600,0,0
D1060,9,Dagoretti,SUPA FAST,12000,1/2/2021,2/1/2021,15600,15600,3600,0,0
D1060,10,Dagoretti,SUPA FAST,12000,1/20/2021,2/19/2021,15600,15600,3600,0,0
D1060,11,Dagoretti,SUPA FAST,12000,2/3/2021,3/5/2021,15600,15600,3600,0,0
D1060,12,Dagoretti,SUPA FAST,12000,2/23/2021,3/25/2021,15600,1530,3600,0,3300
D1061,1,Dagoretti,SUPA FAST,20000,10/23/2020,11/22/2020,26000,26000,6000,500,0
D1061,2,Dagoretti,SUPA FAST,20000,11/23/2020,12/23/2020,26000,26000,6000,0,0
D1061,3,Dagoretti,SUPA FAST,10000,1/8/2021,2/7/2021,13000,13000,3000,0,0
D1061,4,Dagoretti,SUPA FAST,10000,2/8/2021,3/10/2021,13000,13000,3000,0,0
D1061,5,Dagoretti,SUPA FAST,25000,2/11/2021,3/13/2021,32500,32500,7500,0,0
D1061,6,Dagoretti,SUPA FAST,25000,3/8/2021,4/7/2021,32500,32500,7500,0,0
D1061,7,Dagoretti,SUPA FAST,25000,5/20/2021,6/19/2021,32500,32500,7500,0,0
D1061,8,Dagoretti,SUPA FAST,15000,6/28/2021,7/28/2021,19500,19500,4500,0,0
D1061,9,Dagoretti,SUPA FAST,15000,9/16/2021,10/16/2021,19500,19500,4500,0,0
D1061,10,Dagoretti,SUPA FAST,25000,10/15/2021,11/14/2021,32500,32500,7500,0,0
D1061,11,Dagoretti,SUPA FAST,25000,11/11/2021,12/11/2021,32500,32500,7500,0,0
D1061,12,Dagoretti,SUPA FAST,20000,12/11/2021,1/10/2022,26000,26000,6000,0,0
D1061,13,Dagoretti,SUPA FAST,30000,2/22/2022,3/24/2022,39000,39000,9000,0,0
D1061,14,Dagoretti,SUPA FAST,30000,3/23/2022,4/22/2022,39000,39000,9000,0,0
D1061,15,Dagoretti,SUPA FAST,20000,4/20/2022,5/20/2022,26000,26000,6000,0,0
D1061,16,Dagoretti,SUPA FAST,20000,5/17/2022,6/16/2022,26000,26000,6000,0,0
D1061,17,Dagoretti,SUPA FAST,30000,6/14/2022,7/4/2022,39000,39000,9000,0,0
D1061,18,Dagoretti,SUPA FAST,30000,7/12/2022,8/11/2022,39000,39000,9000,0,0
D1061,19,Dagoretti,SUPA FAST,30000,8/8/2022,9/7/2022,39000,39000,9000,0,0
D1061,20,Dagoretti,SUPA FAST,30000,9/6/2022,10/6/2022,39000,39000,9000,0,0
D1061,21,Dagoretti,SUPA FAST,30000,10/5/2022,11/4/2022,39000,39000,9000,0,0
D1061,22,Dagoretti,SUPA FAST,35000,11/3/2022,12/3/2022,32500,32500,7500,0,0
D1061,23,Dagoretti,SUPA FAST,50000,11/28/2022,12/28/2022,65000,65000,15000,0,0
D1061,24,Dagoretti,SUPA FAST,50000,12/29/2022,1/28/2023,65000,65000,15000,0,0
D1061,25,Dagoretti,SUPA FAST,50000,1/27/2023,2/26/2023,65000,65000,15000,0,0
D1061,26,Dagoretti,SUPA FAST,50000,2/22/2023,3/24/2023,65000,65000,15000,0,0
D1061,27,Dagoretti,SUPA FAST,50000,3/20/2023,4/19/2023,65000,65000,15000,0,0
D1061,28,Dagoretti,SUPA FAST,50000,4/18/2023,5/18/2023,65000,65000,15000,0,0
D1061,29,Dagoretti,SUPA FAST,50000,5/16/2023,6/15/2023,65000,65000,15000,0,0
D1061,30,Dagoretti,SUPA FAST,50000,6/13/2023,7/13/2023,65000,65000,15000,0,0
D1061,31,Dagoretti,SUPA FAST,50000,7/13/2023,8/12/2023,65000,65000,15000,0,0
D1062,1,Dagoretti,SUPA FAST,5000,10/23/2020,11/22/2020,6500,6500,1500,500,0
D1062,2,Dagoretti,SUPA FAST,5000,11/27/2020,12/27/2020,6500,6500,1500,0,0
D1062,3,Dagoretti,SUPA FAST,5000,12/30/2020,1/29/2021,6500,6500,1500,0,0
D1062,4,Dagoretti,SUPA FAST,7000,2/1/2021,3/3/2021,9100,0,2100,0,1960
D1063,1,Dagoretti,SUPA FAST,6000,10/24/2020,11/23/2020,7800,7800,1800,500,0
D1063,2,Dagoretti,SUPA FAST,6000,1/25/2021,2/24/2021,7800,7800,1800,0,0
D1063,3,Dagoretti,SUPA FAST,6000,2/18/2021,3/20/2021,7800,7800,1800,0,0
D1063,4,Dagoretti,SUPA FAST,10000,3/17/2021,4/16/2021,13000,13000,3000,0,0
D1063,5,Dagoretti,SUPA FAST,10000,4/8/2021,5/8/2021,13000,13000,3000,0,0
D1063,6,Dagoretti,SUPA FAST,10000,4/29/2021,5/29/2021,13000,13000,3000,0,0
D1063,7,Dagoretti,SUPA FAST,10000,5/28/2021,6/27/2021,13000,13000,3000,0,0
D1063,8,Dagoretti,SUPA FAST,10000,6/26/2021,7/26/2021,13000,13000,3000,0,0
D1063,9,Dagoretti,SUPA FAST,12000,7/26/2021,8/25/2021,15600,15600,3600,0,0
D1063,10,Dagoretti,SUPA FAST,12000,8/19/2021,9/18/2021,15600,15600,3600,0,0
D1063,11,Dagoretti,SUPA FAST,12000,9/9/2021,10/9/2021,15600,15600,3600,0,0
D1063,12,Dagoretti,SUPA FAST,12000,10/7/2021,11/6/2021,15600,15600,3600,0,0
D1063,13,Dagoretti,SUPA FAST,12000,10/29/2021,11/28/2021,15600,15600,3600,0,0
D1063,14,Dagoretti,SUPA FAST,12000,11/27/2021,12/27/2021,15600,15600,3600,0,0
D1063,15,Dagoretti,SUPA FAST,12000,12/23/2021,1/22/2022,15600,15600,3600,0,0
D1063,16,Dagoretti,SUPA FAST,12000,1/21/2022,2/20/2022,15600,4750,3600,0,2400
D1064,1,Dagoretti,SUPA FAST,10000,10/26/2020,11/25/2020,13000, 8,3000,500,2800
D1065,1,Dagoretti,SUPA FAST,10000,10/26/2020,11/25/2020,13000,13000,3000,500,0
D1065,2,Dagoretti,SUPA FAST,10000,11/24/2020,12/24/2020,13000,13000,3000,0,0
D1065,3,Dagoretti,SUPA FAST,10000,1/13/2021,2/12/2021,13000,13000,3000,0,0
D1065,4,Dagoretti,SUPA FAST,10000,2/10/2021,3/12/2021,13000,13000,3000,0,0
D1065,5,Dagoretti,SUPA FAST,10000,3/10/2021,4/9/2021,13000,13000,3000,0,0
D1065,6,Dagoretti,SUPA FAST,10000,4/7/2021,5/7/2021,13000,13000,3000,0,0
D1065,7,Dagoretti,SUPA FAST,10000,5/5/2021,6/4/2021,13000,13000,3000,0,0
D1065,8,Dagoretti,SUPA FAST,10000,6/2/2021,7/2/2021,13000,13000,3000,0,0
D1065,9,Dagoretti,SUPA FAST,20000,6/29/2021,7/29/2021,26000,26000,6000,0,0
D1065,10,Dagoretti,SUPA FAST,10000,7/26/2021,8/25/2021,13000,13000,3000,0,0
D1065,11,Dagoretti,SUPA FAST,10000,8/23/2021,9/22/2021,13000,13000,3000,0,0
D1065,12,Dagoretti,SUPA FAST,10000,9/20/2021,10/20/2021,13000,13000,3000,0,0
D1065,13,Dagoretti,SUPA FAST,10000,10/15/2021,11/14/2021,13000,13000,3000,0,0
D1065,14,Dagoretti,SUPA FAST,10000,11/11/2021,12/11/2021,13000,13000,3000,0,0
D1065,15,Dagoretti,SUPA FAST,10000,12/9/2021,1/8/2022,13000,13000,3000,0,0
D1065,16,Dagoretti,SUPA FAST,10000,12/30/2021,1/29/2022,13000,13000,3000,0,0
D1065,17,Dagoretti,SUPA FAST,10000,1/26/2022,2/25/2022,13000,13000,3000,0,0
D1065,18,Dagoretti,SUPA FAST,10000,2/22/2022,3/24/2022,13000,13000,3000,0,0
D1065,19,Dagoretti,SUPA FAST,10000,3/22/2022,4/21/2022,13000,13000,3000,0,0
D1065,20,Dagoretti,SUPA FAST,10000,4/19/2022,5/19/2022,13000,13000,3000,0,0
D1065,21,Dagoretti,SUPA FAST,10000,5/12/2022,6/11/2022,13000,13000,3000,0,0
D1065,22,Dagoretti,SUPA FAST,10000,6/7/2022,7/7/2022,13000,13000,3000,0,0
D1065,23,Dagoretti,SUPA FAST,10000,7/4/2022,8/3/2022,13000,13000,3000,0,0
D1065,24,Dagoretti,SUPA FAST,10000,7/30/2022,8/29/2022,13000,13000,3000,0,0
D1065,25,Dagoretti,SUPA FAST,10000,8/27/2022,9/26/2022,13000,13000,3000,0,0
D1065,26,Dagoretti,SUPA FAST,20000,9/24/2022,10/24/2022,26000,26000,6000,0,0
D1065,27,Dagoretti,SUPA FAST,20000,10/21/2022,11/20/2022,26000,26000,6000,0,0
D1065,28,Dagoretti,SUPA FAST,20000,11/12/2022,12/12/2022,26000,26000,6000,0,0
D1065,29,Dagoretti,SUPA FAST,20000,12/7/2022,1/6/2023,26000,26000,6000,0,0
D1065,30,Dagoretti,SUPA FAST,20000,12/31/2022,1/30/2023,26000,26000,6000,0,0
D1065,31,Dagoretti,SUPA FAST,20000,1/25/2023,2/24/2023,26000,26000,6000,0,0
D1065,32,Dagoretti,SUPA FAST,20000,2/20/2023,3/22/2023,26000,26000,6000,0,0
D1065,33,Dagoretti,SUPA FAST,20000,3/21/2023,4/20/2023,26000,26000,6000,0,0
D1065,34,Dagoretti,SUPA FAST,25000,4/15/2023,5/15/2023,32500,32500,7200,0,0
D1065,35,Dagoretti,SUPA FAST,25000,5/10/2023,6/9/2023,32500,32500,7200,0,0
D1065,36,Dagoretti,SUPA FAST,25000,6/6/2023,7/6/2023,32500,32500,7200,0,0
D1065,37,Dagoretti,SUPA FAST,25000,7/6/2023,8/5/2023,32500,32500,7200,0,0
D1065,38,Dagoretti,SUPA FAST,20000,8/4/2023,9/3/2023,26000,0,26000,0,0
D1066,1,Dagoretti,SUPA FAST,3000,10/28/2020,11/27/2020,3900,3900,900,500,0
D1066,2,Dagoretti,SUPA FAST,3000,12/4/2020,1/3/2021,3900,3900,900,0,0
D1066,3,Dagoretti,SUPA FAST,3000,12/28/2020,1/27/2021,3900,3900,900,0,0
D1066,4,Dagoretti,SUPA FAST,3000,1/26/2021,2/25/2021,3900,3900,900,0,0
D1066,5,Dagoretti,SUPA FAST,3500,2/24/2021,3/26/2021,4550,4550,1050,0,0
D1066,6,Dagoretti,SUPA FAST,3500,4/7/2021,5/7/2021,4550,4550,1050,0,0
D1066,7,Dagoretti,SUPA FAST,3500,5/6/2021,6/5/2021,4550,4550,1050,0,0
D1066,8,Dagoretti,SUPA FAST,3500,6/4/2021,7/4/2021,4550,4550,1050,0,0
D1066,9,Dagoretti,SUPA FAST,4000,7/3/2021,8/2/2021,5200,5200,1200,0,0
D1066,10,Dagoretti,SUPA FAST,4000,8/3/2021,9/2/2021,5200,5200,1200,0,0
D1066,11,Dagoretti,SUPA FAST,4000,9/13/2021,10/13/2021,5200,5200,1200,0,0
D1066,12,Dagoretti,SUPA FAST,4000,10/12/2021,11/11/2021,5200,5200,1200,0,0
D1066,13,Dagoretti,SUPA FAST,4000,11/9/2021,12/9/2021,5200,5200,1200,0,0
D1066,14,Dagoretti,SUPA FAST,4000,12/8/2021,1/7/2022,5200,5200,1200,0,0
D1066,15,Dagoretti,SUPA FAST,4000,1/8/2022,2/7/2022,5200,5200,1200,0,0
D1066,16,Dagoretti,SUPA FAST,5000,2/4/2022,3/6/2022,6500,6500,1500,0,0
D1066,17,Dagoretti,SUPA FAST,5000,3/2/2022,4/1/2022,6500,6500,1500,0,0
D1066,18,Dagoretti,SUPA FAST,5000,3/29/2022,4/28/2022,6500,6500,1500,0,0
D1066,19,Dagoretti,SUPA FAST,5000,4/27/2022,5/27/2022,6500,6500,1500,0,0
D1066,20,Dagoretti,SUPA FAST,5000,5/24/2022,6/23/2022,6500,6500,1500,0,0
D1066,21,Dagoretti,SUPA FAST,5000,6/17/2022,7/17/2022,6500,6500,1500,0,0
D1066,22,Dagoretti,SUPA FAST,5000,7/14/2022,8/13/2022,6500,900,1500,0,0
D1067,1,Dagoretti,SUPA FAST,5000,10/29/2020,11/28/2020,6500,6500,1500,500,0
D1067,2,Dagoretti,SUPA FAST,5000,11/19/2020,12/19/2020,6500,6500,1500,0,0
D1067,3,Dagoretti,SUPA FAST,5000,12/23/2020,1/22/2021,6500,6500,1500,0,0
D1067,4,Dagoretti,SUPA FAST,5000,1/20/2021,2/19/2021,6500,6500,1500,0,0
D1067,5,Dagoretti,SUPA FAST,5000,2/18/2021,3/20/2021,6500,6500,1500,0,0
D1067,6,Dagoretti,SUPA FAST,5000,3/9/2021,4/8/2021,6500,6500,1500,0,0
D1067,7,Dagoretti,SUPA FAST,5000,4/13/2021,5/13/2021,6500,6500,1500,0,0
D1067,8,Dagoretti,SUPA FAST,5000,5/13/2021,6/12/2021,6500,6500,1500,0,0
D1067,9,Dagoretti,SUPA FAST,5000,6/7/2021,7/6/2021,6500,6500,1500,0,0
D1067,10,Dagoretti,SUPA FAST,6000,7/6/2021,8/5/2021,7800,7800,1800,0,0
D1067,11,Dagoretti,SUPA FAST,6000,8/3/2021,9/2/2021,7800,7800,1800,0,0
D1067,12,Dagoretti,SUPA FAST,6000,9/1/2021,10/1/2021,7800,7800,1800,0,0
D1067,13,Dagoretti,SUPA FAST,4000,11/29/2022,12/29/2022,5200,5200,1200,0,0
D1067,14,Dagoretti,SUPA FAST,4000,12/23/2022,1/22/2023,5200,5200,1200,0,0
D1067,15,Dagoretti,SUPA FAST,4000,1/13/2023,2/12/2023,5200,5200,1200,0,0
D1067,16,Dagoretti,SUPA FAST,4000,2/9/2023,3/11/2023,5200,5200,1200,0,0
D1067,17,Dagoretti,SUPA FAST,4000,3/10/2023,4/9/2023,5200,5200,1200,0,0
D1067,18,Dagoretti,SUPA FAST,5000,4/8/2023,5/8/2023,6500,6500,1500,0,0
D1067,19,Dagoretti,SUPA FAST,5000,5/9/2023,6/8/2023,6500,6500,1500,0,0
D1067,20,Dagoretti,SUPA FAST,5000,6/13/2023,7/13/2023,6500,6500,1500,0,0
D1067,21,Dagoretti,SUPA FAST,5000,7/13/2023,8/12/2023,6500,6500,1500,0,0
D1067,22,Dagoretti,SUPA FAST,5000,8/8/2023,9/7/2023,6500,0,1500,0,0
D1068,1,Dagoretti,SUPA FAST,10000,10/29/2020,11/28/2020,13000,13000,3000,500,0
D1068,2,Dagoretti,SUPA FAST,10000,12/1/2020,12/31/2020,13000,13000,3000,0,0
D1068,3,Dagoretti,SUPA FAST,10000,1/8/2021,2/7/2021,13000,13000,3000,0,0
D1068,4,Dagoretti,SUPA FAST,10000,2/8/2021,3/10/2021,13000,13000,3000,0,2800
D1069,1,Dagoretti,SUPA FAST,10000,10/29/2020,11/28/2020,13000,13000,3000,500,0
D1069,2,Dagoretti,SUPA FAST,10000,12/14/2020,1/13/2021,13000,13000,3000,0,0
D1069,3,Dagoretti,SUPA FAST,10000,1/12/2021,2/11/2021,13000,13000,3000,0,0
D1069,4,Dagoretti,SUPA FAST,10000,2/10/2021,3/12/2021,13000,13000,3000,0,0
D1069,5,Dagoretti,SUPA FAST,15000,3/11/2021,4/10/2021,19500,19500,4500,0,0
D1069,6,Dagoretti,SUPA FAST,15000,4/8/2021,5/8/2021,19500,19500,4500,0,0
D1069,7,Dagoretti,SUPA FAST,15000,5/7/2021,6/6/2021,19500,19500,4500,0,0
D1069,8,Dagoretti,SUPA FAST,15000,6/5/2021,7/5/2021,19500,19500,4500,0,0
D1069,9,Dagoretti,SUPA FAST,17000,7/3/2021,8/2/2021,22100,22100,5100,0,0
D1069,10,Dagoretti,SUPA FAST,17000,7/31/2021,8/30/2021,22100,22100,5100,0,0
D1069,11,Dagoretti,SUPA FAST,20000,8/26/2021,9/25/2021,26000,26000,6000,0,0
D1069,12,Dagoretti,SUPA FAST,20000,9/24/2021,10/24/2021,26000,26000,6000,0,0
D1069,13,Dagoretti,SUPA FAST,20000,10/23/2021,11/22/2021,26000,26000,6000,0,0
D1069,14,Dagoretti,SUPA FAST,20000,11/20/2021,12/20/2021,26000,26000,6000,0,0
D1069,15,Dagoretti,SUPA FAST,20000,12/18/2021,1/17/2022,26000,26000,6000,0,0
D1069,16,Dagoretti,SUPA FAST,20000,1/17/2022,2/16/2022,26000,26000,6000,0,0
D1070,1,Dagoretti,SUPA FAST,5000,10/30/2020,11/29/2020,6500,6500,1500,500,0
D1070,2,Dagoretti,SUPA FAST,5000,11/30/2020,12/30/2020,6500,6500,1500,0,0
D1070,3,Dagoretti,SUPA FAST,5000,12/31/2020,1/30/2021,6500,6500,1500,0,0
D1070,4,Dagoretti,SUPA FAST,5000,2/11/2021,3/13/2021,6500,6500,1500,0,0
D1070,5,Dagoretti,SUPA FAST,7000,3/18/2021,4/17/2021,9100,9100,2100,0,0
D1070,6,Dagoretti,SUPA FAST,7000,4/19/2021,5/19/2021,9100,9100,2100,0,0
D1070,7,Dagoretti,SUPA FAST,10000,5/18/2021,6/17/2021,13000,13000,3000,0,0
D1070,8,Dagoretti,SUPA FAST,10000,6/15/2021,7/15/2021,13000,13000,3000,0,0
D1070,9,Dagoretti,SUPA FAST,10000,7/16/2021,8/15/2021,13000,4300,3000,0,2800
D1071,1,Dagoretti,SUPA FAST,20000,11/12/2020,12/12/2020,26000,26000,6000,500,0
D1071,2,Dagoretti,SUPA FAST,20000,12/5/2020,1/4/2021,26000,26000,6000,0,0
D1071,3,Dagoretti,SUPA FAST,25000,1/12/2021,2/11/2021,32500,32500,7500,0,0
D1071,4,Dagoretti,SUPA FAST,30000,2/1/2021,3/3/2021,39000,39000,9000,0,0
D1071,5,Dagoretti,SUPA FAST,15000,3/23/2021,4/22/2021,19500,19500,4500,0,0
D1071,6,Dagoretti,SUPA FAST,10000,4/24/2021,5/24/2021,13000,13000,3000,0,0
D1071,7,Dagoretti,SUPA FAST,30000,6/10/2021,7/10/2021,39000,39000,9000,0,0
D1071,8,Dagoretti,SUPA FAST,30000,7/2/2021,8/1/2021,39000,39000,9000,0,0
D1071,9,Dagoretti,SUPA FAST,30000,8/18/2021,9/17/2021,39000,39000,9000,0,0
D1071,10,Dagoretti,SUPA FAST,15000,4/11/2022,5/11/2022,19500,19500,4500,0,0
D1071,11,Dagoretti,SUPA FAST,50000,6/21/2022,7/21/2022,65000,65000,15000,0,0
D1071,12,Dagoretti,SUPA FAST,20000,9/29/2022,10/29/2022,26000,26000,6000,0,0
D1071,13,Dagoretti,SUPA FAST,20000,9/29/2022,10/29/2022,26000,26000,6000,0,0
D1071,14,Dagoretti,SUPA FAST,20000,2/27/2023,3/29/2023,26000,26000,6000,0,0
D1071,15,Dagoretti,SUPA FAST,20000,3/27/2023,4/26/2023,26000,26000,6000,0,0
D1071,16,Dagoretti,SUPA FAST,50000,3/30/2023,4/29/2023,65000,65000,15000,0,0
D1071,17,Dagoretti,SUPA FAST,40000,5/15/2023,6/14/2023,52000,52000,12000,0,0
D1071,18,Dagoretti,SUPA FAST,25000,7/17/2023,8/16/2023,32500,32500,7500,0,0
D1071,19,Dagoretti,SUPA FAST,25000,8/5/2023,9/4/2023,32500,32500,7500,0,0
D1072,1,Dagoretti,SUPA FAST,20000,11/14/2020,12/14/2020,26000,26000,6000,500,0
D1072,2,Dagoretti,SUPA FAST,20000,12/11/2020,1/10/2021,26000,26000,6000,0,0
D1072,3,Dagoretti,SUPA FAST,25000,1/9/2021,2/18/2021,32500,32500,7500,0,0
D1072,4,Dagoretti,SUPA FAST,25000,2/6/2021,3/8/2021,32500,32500,7500,0,0
D1072,5,Dagoretti,SUPA FAST,30000,2/23/2021,3/25/2021,39000,39000,9000,0,0
D1073,1,Dagoretti,SUPA FAST,10000,11/14/2020,12/14/2020,13000,13000,3000,500,0
D1073,2,Dagoretti,SUPA FAST,10000,12/7/2020,1/6/2021,13000,13000,3000,0,0
D1073,3,Dagoretti,SUPA FAST,10000,1/5/2021,2/4/2021,13000,13000,3000,0,0
D1073,4,Dagoretti,SUPA FAST,12000,1/26/2021,2/25/2021,15600,15600,3600,0,0
D1073,5,Dagoretti,SUPA FAST,12000,2/24/2021,3/26/2021,15600,15600,3600,0,0
D1073,6,Dagoretti,SUPA FAST,15000,3/24/2021,4/23/2021,19500,19500,4900,0,0
D1073,7,Dagoretti,SUPA FAST,15000,4/22/2021,5/22/2021,19500,19500,4900,0,0
D1073,8,Dagoretti,SUPA FAST,15000,5/17/2021,6/16/2021,19500,19500,4900,0,0
D1073,9,Dagoretti,SUPA FAST,15000,6/12/2021,7/12/2021,19500,19500,4900,0,0
D1073,10,Dagoretti,SUPA FAST,15000,7/8/2021,8/7/2021,19500,19500,4900,0,0
D1073,11,Dagoretti,SUPA FAST,15000,8/6/2021,9/5/2021,19500,19500,4900,0,0
